group,q,kv,fused_ms,nvfp4_fa2_ms,fp8_fa2_ms,bf16_fa2_ms,fused_cosine,fused_vs_nvfp4_fa2_speedup,target_ms_for_2x,gap_to_target_ms,passes_2x,splits,split_kv_len
8,128,65536,0.188960000872612,0.5071679949760437,0.4519039988517761,0.31139200925827026,0.9928059577941895,2.6839965740577694,0.25358399748802185,-0.06462399661540985,True,10,6656
8,128,131072,0.3547520041465759,0.9869760274887085,0.8811839818954468,0.6291840076446533,0.990068256855011,2.7821577213159623,0.49348801374435425,-0.13873600959777832,True,20,6656
8,128,262144,0.6887680292129517,1.9569920301437378,1.7681920528411865,1.248255968093872,0.9917588233947754,2.841293363137039,0.9784960150718689,-0.28972798585891724,True,40,6656
8,256,8192,0.17334400117397308,0.14819200336933136,0.13369600474834442,0.1005759984254837,0.9915305376052856,0.8549012504943944,0.07409600168466568,0.0992479994893074,False,2,6656
8,256,32768,0.188960000872612,0.5145919919013977,0.4646719992160797,0.31833600997924805,0.9913387298583984,2.7232852959622473,0.25729599595069885,-0.06833599507808685,True,5,6656
8,256,65536,0.3542720079421997,1.0161919593811035,0.9015679955482483,0.6216639876365662,0.9929119944572449,2.8683947266499743,0.5080959796905518,-0.15382397174835205,True,10,6656
8,256,131072,0.6875519752502441,2.002784013748169,1.7814079523086548,1.2477120161056519,0.9900919795036316,2.912920165808887,1.0013920068740845,-0.31384003162384033,True,20,6656
8,256,262144,1.2245440483093262,3.971776008605957,3.5731201171875,2.496959924697876,0.9917591214179993,3.243473367976932,1.9858880043029785,-0.7613439559936523,True,40,6656
8,512,8192,0.17740799486637115,0.2895680069923401,0.2535359859466553,0.1759680062532425,0.9915092587471008,1.632215093860066,0.14478400349617004,0.03262399137020111,False,2,6656
8,512,32768,0.35683199763298035,1.0649280548095703,0.9467840194702148,0.6512640118598938,0.9913477301597595,2.9843961916915935,0.5324640274047852,-0.1756320297718048,True,5,6656
8,512,65536,0.6855040192604065,2.1077120304107666,1.8678079843521118,1.286784052848816,0.9929389357566833,3.0746895294425656,1.0538560152053833,-0.3683519959449768,True,10,6656
8,512,131072,1.2243839502334595,4.174592018127441,3.713344097137451,2.586944103240967,0.9900119304656982,3.4095448713873218,2.0872960090637207,-0.8629120588302612,True,20,6656
8,512,262144,2.621311902999878,8.342368125915527,7.4552321434021,5.163871765136719,0.9917839169502258,3.182516401946814,4.171184062957764,-1.5498721599578857,True,40,6656
8,1024,8192,0.19737599790096283,0.6306880116462708,0.5517759919166565,0.3789440095424652,0.9900050759315491,3.1953632577084194,0.3153440058231354,-0.11796800792217255,True,2,6656
8,1024,32768,0.6780480146408081,2.4759039878845215,2.1499199867248535,1.4892799854278564,0.9919543266296387,3.651517199996695,1.2379519939422607,-0.5599039793014526,True,5,6656
8,1024,65536,1.2149120569229126,4.92409610748291,4.276512145996094,2.9519360065460205,0.9930034875869751,4.053047362090134,2.462048053741455,-1.2471359968185425,True,10,6656
8,1024,131072,2.430624008178711,9.872127532958984,8.533087730407715,5.9423041343688965,0.9901689887046814,4.061560940622923,4.936063766479492,-2.5054397583007812,True,20,6656
8,1024,262144,5.068607807159424,19.7007999420166,17.065216064453125,11.867072105407715,0.991946280002594,3.886826657645352,9.8503999710083,-4.781792163848877,True,40,6656
8,2048,8192,0.36428800225257874,1.1767679452896118,1.0255359411239624,0.7118719816207886,0.9893119931221008,3.2303230905576212,0.5883839726448059,-0.22409597039222717,True,2,6656
8,2048,32768,1.2082560062408447,4.8542399406433105,4.219615936279297,2.9206719398498535,0.9909491539001465,4.017559122876566,2.4271199703216553,-1.2188639640808105,True,5,6656
8,2048,65536,2.416896104812622,9.767007827758789,8.46828842163086,5.838848114013672,0.9919660091400146,4.0411368152360065,4.8835039138793945,-2.4666078090667725,True,10,6656
8,2048,131072,4.958816051483154,19.625856399536133,16.96067237854004,11.793951988220215,0.990984320640564,3.9577706040671035,9.812928199768066,-4.854112148284912,True,20,6656
8,2048,262144,9.914336204528809,39.48262405395508,34.04633712768555,23.635135650634766,0.9926008582115173,3.982376957916724,19.74131202697754,-9.82697582244873,True,40,6656
8,4096,8192,0.6463680267333984,1.6690239906311035,1.501952052116394,1.0296640396118164,0.9905922412872314,2.5821574112599333,0.8345119953155518,-0.18814396858215332,True,2,6656
8,4096,32768,2.421247959136963,7.744959831237793,6.994976043701172,4.773952007293701,0.9928122162818909,3.1987470766928103,3.8724799156188965,-1.4512319564819336,True,5,6656
8,4096,65536,4.969759941101074,15.817312240600586,14.308256149291992,9.73804759979248,0.9908178448677063,3.182711524914458,7.908656120300293,-2.9388961791992188,True,10,6656
8,4096,131072,9.876928329467773,32.020286560058594,28.93926429748535,20.26652717590332,0.9888155460357666,3.24192760056041,16.010143280029297,-6.133214950561523,True,20,6656
8,4096,262144,19.663328170776367,66.0849609375,58.90166473388672,41.50281524658203,0.9918500781059265,3.3608227642620263,33.04248046875,-13.379152297973633,True,40,6656
12,128,8192,0.17158399522304535,0.11884800344705582,0.10972800105810165,0.07766400277614594,0.991568922996521,0.6926520348973283,0.05942400172352791,0.11215999349951744,False,2,6656
12,128,32768,0.1855040043592453,0.3853760063648224,0.3472000062465668,0.24083200097084045,0.9913720488548279,2.0774538409343815,0.1926880031824112,-0.0071839988231658936,True,5,6656
12,128,65536,0.34483200311660767,0.7550079822540283,0.6690559983253479,0.4639039933681488,0.9929096102714539,2.189495103210349,0.37750399112701416,-0.032671988010406494,True,10,6656
12,128,131072,0.5257920026779175,1.489408016204834,1.3249599933624268,0.9344320297241211,0.9900654554367065,2.832694313757365,0.744704008102417,-0.2189120054244995,True,20,6656
12,128,262144,0.9526399970054626,2.9584639072418213,2.659327983856201,1.8691200017929077,0.991694986820221,3.105542404834443,1.4792319536209106,-0.526591956615448,True,40,6656
12,256,8192,0.175135999917984,0.211776003241539,0.1897599995136261,0.13545599579811096,0.9915114641189575,1.2092088624880861,0.1058880016207695,0.06924799829721451,False,2,6656
12,256,32768,0.339711993932724,0.7817280292510986,0.7009279727935791,0.4824320077896118,0.9913415312767029,2.3011493359457624,0.3908640146255493,-0.05115202069282532,True,5,6656
12,256,65536,0.518559992313385,1.5465600490570068,1.3705600500106812,0.945472002029419,0.9929366111755371,2.9824129743552668,0.7732800245285034,-0.2547200322151184,True,10,6656
12,256,131072,0.9533759951591492,3.0571200847625732,2.7312960624694824,1.8966399431228638,0.9900122284889221,3.2066258226401447,1.5285600423812866,-0.5751840472221375,True,20,6656
12,256,262144,1.9079680442810059,6.09987211227417,5.479072093963623,3.800992012023926,0.9917851090431213,3.1970515075229318,3.049936056137085,-1.141968011856079,True,40,6656
12,512,8192,0.18796800076961517,0.44681599736213684,0.3893440067768097,0.27215999364852905,0.990006148815155,2.3770854375888226,0.22340799868106842,-0.03543999791145325,True,2,6656
12,512,32768,0.5178880095481873,1.695647954940796,1.499392032623291,1.036736011505127,0.9919494986534119,3.274159516494894,0.847823977470398,-0.3299359679222107,True,5,6656
12,512,65536,0.9907519817352295,3.370176076889038,2.9580800533294678,2.045151948928833,0.9929989576339722,3.4016344544539003,1.685088038444519,-0.6943360567092896,True,10,6656
12,512,131072,1.8399039506912231,6.686240196228027,5.891520023345947,4.100448131561279,0.9901635050773621,3.634015891816587,3.3431200981140137,-1.5032161474227905,True,20,6656
12,512,262144,3.8273279666900635,13.305472373962402,11.782079696655273,8.176192283630371,0.9919435977935791,3.476439043051018,6.652736186981201,-2.8254082202911377,True,40,6656
12,1024,8192,0.3508799970149994,1.1409920454025269,0.9919679760932922,0.6768640279769897,0.9896849393844604,3.251801342650353,0.5704960227012634,-0.21961602568626404,True,2,6656
